question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
cd07096edff3,How do you define success when it comes to [GOAL]?,text,"",How do you define success when it comes to [GOAL]?,"","",,English,Maze Questionnaire,User Research,Goal,"Expectation, Sentiment","Expectation, Sentiment",Open-ended answers,,,maze_213,NA
28b6eba50a95,For what types of projects do you tend to use our product over other tools?,text,"",For what types of projects do you tend to use our product over other tools?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product",Competition,Competition,Open-ended answers,,,maze_214,NA
eba0bc6a2972,What do you enjoy most about using our product?,text,"",What do you enjoy most about using our product?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_215,NA
1421e92e6526,What does this [feature] mean to you?,text,"",What does this [feature] mean to you?,"","",,English,Maze Questionnaire,User Research,Product,Clarity,Clarity,Open-ended answers,,,maze_216,NA
4c4a2c4f039e,What best describes your company’s funding stage?,text,"",What best describes your company’s funding stage?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_217,NA
e562f6c11580,Which of the following describes your role in decisions about [TOPIC] in your team or company?,text,"",Which of the following describes your role in decisions about [TOPIC] in your team or company?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_218,NA
ead3a56cffa8,What benefits do you think [PRODUCT] / [SERVICE] has?,text,"",What benefits do you think [PRODUCT] / [SERVICE] has?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Sentiment, Valuable","Expectation, Sentiment, Valuable",Open-ended answers,,,maze_219,NA
f03228858e21,"When you’re thinking about buying [PRODUCT], what 3 brands come to mind?",text,"","When you’re thinking about buying [PRODUCT], what 3 brands come to mind?","","",,English,Maze Questionnaire,User Research,Product,"Competition, Recall","Competition, Recall",Open-ended answers,,,maze_220,NA
c5942b75f145,What types of products have you purchased online before? Select all that apply.,text,"",What types of products have you purchased online before? Select all that apply.,"","",,English,Maze Questionnaire,User Research,Product,Recall,Recall,Open-ended answers,,,maze_221,NA
cfa01f7545a3,Rate how probable you are to [ACTION].,text,"",Rate how probable you are to [ACTION].,"","",,English,Maze Questionnaire,User Research,People,"Motivation, Sentiment","Motivation, Sentiment",Open-ended answers,,,maze_222,NA
feffbe751072,Rate how [PRODUCT] performs or ranks as compared to others.,text,"",Rate how [PRODUCT] performs or ranks as compared to others.,"","",,English,Maze Questionnaire,User Research,Product,"Competition, Sentiment","Competition, Sentiment",Open-ended answers,,,maze_223,NA
0dc231492a7b,How exciting is [FEATURE] / [CONCEPT]?,text,"",How exciting is [FEATURE] / [CONCEPT]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_224,NA
e5b9b41a1911,How unique is [FEATURE] / [CONCEPT]?,text,"",How unique is [FEATURE] / [CONCEPT]?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_225,NA
8657ef37c050,What action was the webpage asking you to take?,text,"",What action was the webpage asking you to take?,"","",,English,Maze Questionnaire,User Research,"Copy, Task",Recall,Recall,Open-ended answers,,,maze_226,NA
7e8b8ba98884,What else do you remember from the webpage?,text,"",What else do you remember from the webpage?,"","",,English,Maze Questionnaire,User Research,"Copy, Task",Recall,Recall,Open-ended answers,,,maze_227,NA
141abaa1cca7,Would you use this [FEATURE] in future?,text,"",Would you use this [FEATURE] in future?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Desirable, Motivation","Desirable, Motivation",Open-ended answers,,,maze_228,NA
638aaa3c84f3,Could you see yourself using this app regularly?,text,"",Could you see yourself using this app regularly?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Desirable, Usable","Desirable, Usable",Open-ended answers,,,maze_229,NA
ac4c22a5f185,"Could you tell us what was unclear, or what was missing?",text,"","Could you tell us what was unclear, or what was missing?","","",,English,Maze Questionnaire,User Research,"Design, Product",Usable,Usable,Open-ended answers,,,maze_230,NA
cc731934b87a,What didn't work as expected?,text,"",What didn't work as expected?,"","",,English,Maze Questionnaire,User Research,"Design, Product",Expectation,Expectation,Open-ended answers,,,maze_231,NA
dfb457e41a6a,How much time does this cost your business?,text,"",How much time does this cost your business?,"","",,English,Maze Questionnaire,User Research,"Pain, Problem",Opportunity,Opportunity,Open-ended answers,,,maze_232,NA
59d1da71a410,What do you think the purpose of this [FEATURE] is?,text,"",What do you think the purpose of this [FEATURE] is?,"","",,English,Maze Questionnaire,User Research,Product,"Clarity, Expectation","Clarity, Expectation",Open-ended answers,,,maze_233,NA
10b232857ae1,"Thinking about the claim overall, which of the following best describes your feelings about it?",text,"","Thinking about the claim overall, which of the following best describes your feelings about it?","","",,English,Maze Questionnaire,User Research,"Copy, Design",Sentiment,Sentiment,Open-ended answers,,,maze_234,NA
b119d53137dd,How unique is the messaging claim?,text,"",How unique is the messaging claim?,"","",,English,Maze Questionnaire,User Research,"Copy, Design",Sentiment,Sentiment,Open-ended answers,,,maze_235,NA
d254b5c4574b,How relevant is the claim to what you need?,text,"",How relevant is the claim to what you need?,"","",,English,Maze Questionnaire,User Research,"Copy, Design, Solution",Sentiment,Sentiment,Open-ended answers,,,maze_236,NA
8a36f0e8f884,"In your own words, what does this message claim to provide?",text,"","In your own words, what does this message claim to provide?","","",,English,Maze Questionnaire,User Research,"Copy, Product",Clarity,Clarity,Open-ended answers,,,maze_237,NA
a39af9179191,How likely would you be to buy the product based on the claim?,text,"",How likely would you be to buy the product based on the claim?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Product","Desirable, Motivation, Sentiment, Valuable","Desirable, Motivation, Sentiment, Valuable",Open-ended answers,,,maze_238,NA
80274baefe7e,What are your favorite aspects of Concept A?,text,"",What are your favorite aspects of Concept A?,"","",,English,Maze Questionnaire,User Research,Design,"Recall, Sentiment","Recall, Sentiment",Open-ended answers,,,maze_239,NA
64da957f6222,What are your least favorite aspects of Concept A?,text,"",What are your least favorite aspects of Concept A?,"","",,English,Maze Questionnaire,User Research,Design,"Recall, Sentiment","Recall, Sentiment",Open-ended answers,,,maze_240,NA
a1b76b235c8c,How often would you use Concept A?,text,"",How often would you use Concept A?,"","",,English,Maze Questionnaire,User Research,"Adoption, Design","Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_241,NA
0c7868a3419e,How much would you pay for Concept A?,text,"",How much would you pay for Concept A?,"","",,English,Maze Questionnaire,User Research,Design,"Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_242,NA
248a09e1bb88,What else do you remember about the image?,text,"",What else do you remember about the image?,"","",,English,Maze Questionnaire,User Research,"Content, Design",Recall,Recall,Open-ended answers,,,maze_243,NA
c64c2c32c91c,Explore our new feature.,text,"",Explore our new feature.,"","",,English,Maze Questionnaire,User Research,Product,"Findable, Opportunity","Findable, Opportunity",Open-ended answers,,,maze_244,NA
f14799dcf9fc,I think that I would like to use [PRODUCT] frequently,text,"",I think that I would like to use [PRODUCT] frequently,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Desirable, Usable","Desirable, Usable",Open-ended answers,,,maze_245,NA
0372795c4557,I found this [PRODUCT] unnecessarily complex,text,"",I found this [PRODUCT] unnecessarily complex,"","",,English,Maze Questionnaire,User Research,"Adoption, Design, Product",Usable,Usable,Open-ended answers,,,maze_246,NA
163feedb011e,I think that I would need the support of a technical person to be able to use [PRODUCT],text,"",I think that I would need the support of a technical person to be able to use [PRODUCT],"","",,English,Maze Questionnaire,User Research,Product,"Usable, Useful","Usable, Useful",Open-ended answers,,,maze_247,NA
19660d093a6c,I found the various functions in [PRODUCT] were well integrated,text,"",I found the various functions in [PRODUCT] were well integrated,"","",,English,Maze Questionnaire,User Research,"Adoption, Design, Product",Usable,Usable,Open-ended answers,,,maze_248,NA
0712416ec0c6,What do you want to achieve by using this product?,text,"",What do you want to achieve by using this product?,"","",,English,Maze Questionnaire,User Research,"Goal, Product, Solution",Motivation,Motivation,Open-ended answers,,,maze_249,NA
1f1b020560b2,"Based on this tagline, what do you think [COMPANY] does?",text,"","Based on this tagline, what do you think [COMPANY] does?","","",,English,Maze Questionnaire,User Research,"Content, Copy, Product","Clarity, Expectation","Clarity, Expectation",Open-ended answers,,,maze_250,NA
1fa659d4c0f9,Were there any cards or categories that you felt were unclear or hard to understand?,text,"",Were there any cards or categories that you felt were unclear or hard to understand?,"","",,English,Maze Questionnaire,User Research,Design,"Clarity, Findable, Usable","Clarity, Findable, Usable",Open-ended answers,,,maze_251,NA
c8857ebf35eb,Were there any cards that you feel didn’t belong to any of the categories?,text,"",Were there any cards that you feel didn’t belong to any of the categories?,"","",,English,Maze Questionnaire,User Research,Design,"Clarity, Findable, Usable","Clarity, Findable, Usable",Open-ended answers,,,maze_252,NA
6910977ddd0d,Would you rename any of the categories?,text,"",Would you rename any of the categories?,"","",,English,Maze Questionnaire,User Research,"Copy, Design","Clarity, Findable","Clarity, Findable",Open-ended answers,,,maze_253,NA
5cf58f393bd1,How do you currently solve [PROBLEM]?,text,"",How do you currently solve [PROBLEM]?,"","",,English,Maze Questionnaire,User Research,Solution,Opportunity,Opportunity,Open-ended answers,,,maze_254,NA
a7705b58136a,Which of the following have you used to solve [PROBLEM]?,text,"",Which of the following have you used to solve [PROBLEM]?,"","",,English,Maze Questionnaire,User Research,Solution,Opportunity,Opportunity,Open-ended answers,,,maze_255,NA
b8ebd7df7dc3,How much would you pay for [SERVICE]?,text,"",How much would you pay for [SERVICE]?,"","",,English,Maze Questionnaire,User Research,Adoption,"Pricing, Valuable","Pricing, Valuable",Open-ended answers,,,maze_256,NA
824f440368b3,"Did you feel the site offered too little information, too much information or just enough?",text,"","Did you feel the site offered too little information, too much information or just enough?","","",,English,Maze Questionnaire,User Research,"Content, Copy, Design","Clarity, Sentiment","Clarity, Sentiment",Open-ended answers,,,maze_257,NA
dc154e7ade35,What is the impact if you fail to solve this problem?,text,"",What is the impact if you fail to solve this problem?,"","",,English,Maze Questionnaire,User Research,"Pain, Solution","Expectation, Motivation, Opportunity","Expectation, Motivation, Opportunity",Open-ended answers,,,maze_258,NA
6fadd24fe70c,What’s missing from what you’ve tried already?,text,"",What’s missing from what you’ve tried already?,"","",,English,Maze Questionnaire,User Research,"Pain, Solution","Opportunity, Useful","Opportunity, Useful",Open-ended answers,,,maze_259,NA
c78293e892cd,"In your experience of this challenge, what would be the key area you'd look to alleviate first?",text,"","In your experience of this challenge, what would be the key area you'd look to alleviate first?","","",,English,Maze Questionnaire,User Research,"Pain, Solution","Motivation, Opportunity, Useful","Motivation, Opportunity, Useful",Open-ended answers,,,maze_260,NA
0a8cbf6421bc,Are you currently a paying customer of [PRODUCT]?,text,"",Are you currently a paying customer of [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,"People, Product","Demographics, Pricing","Demographics, Pricing",Open-ended answers,,,maze_261,NA
e13b26fe83a2,At what price point would you consider [PRODUCT] a bargain?,text,"",At what price point would you consider [PRODUCT] a bargain?,"","",,English,Maze Questionnaire,User Research,Product,"Pricing, Valuable","Pricing, Valuable",Open-ended answers,,,maze_262,NA
40401c42a1a9,What would you consider to be a prohibitive cost for the [PRODUCT]?”,text,"",What would you consider to be a prohibitive cost for the [PRODUCT]?”,"","",,English,Maze Questionnaire,User Research,Product,"Pricing, Valuable","Pricing, Valuable",Open-ended answers,,,maze_263,NA
bb671de77d50,"When thinking about [PRODUCT] price point, what other product and service's comes to mind as a comparison?",text,"","When thinking about [PRODUCT] price point, what other product and service's comes to mind as a comparison?","","",,English,Maze Questionnaire,User Research,Product,"Competition, Pricing","Competition, Pricing",Open-ended answers,,,maze_264,NA
ab2dab9c704e,What are your thoughts on the current pricing?,text,"",What are your thoughts on the current pricing?,"","",,English,Maze Questionnaire,User Research,Product,Pricing,Pricing,Open-ended answers,,,maze_265,NA
00a7134611eb,How intuitive was it for you to get started with [PRODUCT]?,text,"",How intuitive was it for you to get started with [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Usable,Usable,Open-ended answers,,,maze_266,NA
dd36aed0d822,"Overall, how valuable was the onboarding experience?",text,"","Overall, how valuable was the onboarding experience?","","",,English,Maze Questionnaire,User Research,Product,Usable,Usable,Open-ended answers,,,maze_267,NA
c2a3db1ab655,How clear did you find the information presented during the product onboarding?,text,"",How clear did you find the information presented during the product onboarding?,"","",,English,Maze Questionnaire,User Research,"Copy, Product",Clarity,Clarity,Open-ended answers,,,maze_268,NA
4ffaf101805a,"When thinking about the length of the product onboarding experience from start to finish, should it have been longer, shorter, or was it just about right?",text,"","When thinking about the length of the product onboarding experience from start to finish, should it have been longer, shorter, or was it just about right?","","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_269,NA
45968dbd7c6c,What else would have been useful to you to know in order to get started?,text,"",What else would have been useful to you to know in order to get started?,"","",,English,Maze Questionnaire,User Research,"Copy, Product","Opportunity, Useful","Opportunity, Useful",Open-ended answers,,,maze_270,NA
4686bc180aa0,What did you find most helpful on your journey?,text,"",What did you find most helpful on your journey?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product, Task","Clarity, Sentiment, Usable","Clarity, Sentiment, Usable",Open-ended answers,,,maze_271,NA
4d157b935769,What are the activities you spent the most amount of time on?,text,"",What are the activities you spent the most amount of time on?,"","",,English,Maze Questionnaire,User Research,Task,Recall,Recall,Open-ended answers,,,maze_272,NA
20d8d16fc97d,"Which of the activities do you find add the most value, despite how much time they may take you to complete, and why?",text,"","Which of the activities do you find add the most value, despite how much time they may take you to complete, and why?","","",,English,Maze Questionnaire,User Research,Task,"Recall, Valuable","Recall, Valuable",Open-ended answers,,,maze_273,NA
9a94825919d0,What could be better about how you do this?,text,"",What could be better about how you do this?,"","",,English,Maze Questionnaire,User Research,"Problem, Solution, Task","Desirable, Opportunity","Desirable, Opportunity",Open-ended answers,,,maze_274,NA
c3c8e0e979b6,Do you find [PRODUCT] useful?,text,"",Do you find [PRODUCT] useful?,"","",,English,Maze Questionnaire,User Research,Product,"Sentiment, Valuable","Sentiment, Valuable",Open-ended answers,,,maze_275,NA
52e24424e939,What is your favorite thing about [PRODUCT]?,text,"",What is your favorite thing about [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_276,NA
70bd98c59079,What do you think needs the most improvement?,text,"",What do you think needs the most improvement?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Opportunity, Sentiment","Expectation, Opportunity, Sentiment",Open-ended answers,,,maze_277,NA
2b1171985a20,How comfortable are you with the product after the onboarding session?,text,"",How comfortable are you with the product after the onboarding session?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product","Sentiment, Usable","Sentiment, Usable",Open-ended answers,,,maze_278,NA
ddd51f2e57c6,How well do you understand what is required of you on this page?,text,"",How well do you understand what is required of you on this page?,"","",,English,Maze Questionnaire,User Research,"Copy, Design, Task",Clarity,Clarity,Open-ended answers,,,maze_279,NA
95ff1725065f,What brought you to the website today?,text,"",What brought you to the website today?,"","",,English,Maze Questionnaire,User Research,"Goal, Product","Expectation, Motivation","Expectation, Motivation",Open-ended answers,,,maze_280,NA
3201a6e146c1,How likely are you to return to the website?,text,"",How likely are you to return to the website?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Motivation, Sentiment, Valuable","Expectation, Motivation, Sentiment, Valuable",Open-ended answers,,,maze_281,NA
04d029c1930e,What is the primary reason for your score?,text,"",What is the primary reason for your score?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_282,NA
02bbfc86d581,What's the one thing we could do to make [PRODUCT] better?,text,"",What's the one thing we could do to make [PRODUCT] better?,"","",,English,Maze Questionnaire,User Research,Product,"Opportunity, Sentiment","Opportunity, Sentiment",Open-ended answers,,,maze_283,NA
81ff5400f8ee,Which phrases from the description make you feel more confident about using the service?,text,"",Which phrases from the description make you feel more confident about using the service?,"","",,English,Maze Questionnaire,User Research,"Content, Copy",Sentiment,Sentiment,Open-ended answers,,,maze_284,NA
d4173ddeabc9,Which phrases from the description make you feel less confident about using the service?,text,"",Which phrases from the description make you feel less confident about using the service?,"","",,English,Maze Questionnaire,User Research,"Content, Copy",Sentiment,Sentiment,Open-ended answers,,,maze_285,NA
4d9375c47914,"What do you need to plan for, or what decisions do you need to make before you begin [JTBD]?",text,"","What do you need to plan for, or what decisions do you need to make before you begin [JTBD]?","","",,English,Maze Questionnaire,User Research,Task,"Motivation, Useful","Motivation, Useful",Open-ended answers,,,maze_286,NA
91f2eeb5ef8c,How many times in the last [TIME FRAME] did you look to [JTBD]?,text,"",How many times in the last [TIME FRAME] did you look to [JTBD]?,"","",,English,Maze Questionnaire,User Research,Task,Recall,Recall,Open-ended answers,,,maze_287,NA
175d1a08924c,About how many times have you visited the website in the past month?,text,"",About how many times have you visited the website in the past month?,"","",,English,Maze Questionnaire,User Research,Product,Recall,Recall,Open-ended answers,,,maze_288,NA
52b4a2c7cfa1,How important is it for you to be able to [JTBD]?,text,"",How important is it for you to be able to [JTBD]?,"","",,English,Maze Questionnaire,User Research,Task,"Motivation, Sentiment, Useful","Motivation, Sentiment, Useful",Open-ended answers,,,maze_289,NA
620e5acf3ad1,"What is your biggest challenge, frustration or problem with this [JTBD]?",text,"","What is your biggest challenge, frustration or problem with this [JTBD]?","","",,English,Maze Questionnaire,User Research,"Pain, Task","Opportunity, Sentiment","Opportunity, Sentiment",Open-ended answers,,,maze_290,NA
a0c599265890,What would enable you to accomplish this task more effectively?,text,"",What would enable you to accomplish this task more effectively?,"","",,English,Maze Questionnaire,User Research,"Solution, Task","Opportunity, Usable","Opportunity, Usable",Open-ended answers,,,maze_291,NA
ca52cc8bbe7a,How much does successfully completing this task save the business?,text,"",How much does successfully completing this task save the business?,"","",,English,Maze Questionnaire,User Research,"Goal, Solution","Desirable, Motivation, Opportunity, Valuable","Desirable, Motivation, Opportunity, Valuable",Open-ended answers,,,maze_292,NA
f612f1fe19d1,How well does [PRODUCT] help you [GOAL] / [TASK]?,text,"",How well does [PRODUCT] help you [GOAL] / [TASK]?,"","",,English,Maze Questionnaire,User Research,"Goal, Product, Task","Sentiment, Usable","Sentiment, Usable",Open-ended answers,,,maze_293,NA
4f3563f7df46,How customized is [PRODUCT] to your interests and needs?,text,"",How customized is [PRODUCT] to your interests and needs?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_294,NA
8ec673ed3066,What kinds of collaborative projects have you been involved with in the past?,text,"",What kinds of collaborative projects have you been involved with in the past?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_295,NA
425399bdd0b0,How reliable is the performance of [FEATURE]?,text,"",How reliable is the performance of [FEATURE]?,"","",,English,Maze Questionnaire,User Research,Product,"Expectation, Sentiment","Expectation, Sentiment",Open-ended answers,,,maze_296,NA
6daf268d801b,Were you able to accomplish what you used [FEATURE] for?,text,"",Were you able to accomplish what you used [FEATURE] for?,"","",,English,Maze Questionnaire,User Research,"Goal, Product","Expectation, Sentiment, Usable","Expectation, Sentiment, Usable",Open-ended answers,,,maze_297,NA
1b3b7f8a06e9,What did you learn from this webpage?,text,"",What did you learn from this webpage?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Product",Clarity,Clarity,Open-ended answers,,,maze_298,NA
b3d3b135ad93,How relevant was the headline to you?,text,"",How relevant was the headline to you?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Product",Sentiment,Sentiment,Open-ended answers,,,maze_299,NA
426b4a5c5193,Did this version feel more or less engaging?,text,"",Did this version feel more or less engaging?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Design, Product",Sentiment,Sentiment,Open-ended answers,,,maze_300,NA
4e2118206e34,What do you think is the purpose of the email?,text,"",What do you think is the purpose of the email?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Goal",Clarity,Clarity,Open-ended answers,,,maze_301,NA
98cdbdc19a30,How much does the subject line resonate with you?,text,"",How much does the subject line resonate with you?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Goal",Sentiment,Sentiment,Open-ended answers,,,maze_302,NA
1b5c535ff4bf,How likely would you be to open an email with that subject line?,text,"",How likely would you be to open an email with that subject line?,"","",,English,Maze Questionnaire,User Research,"Copy, Goal, Task",Motivation,Motivation,Open-ended answers,,,maze_303,NA
41d364c28607,"Thinking about what the product offers, which of the following best describes your feelings about it?",text,"","Thinking about what the product offers, which of the following best describes your feelings about it?","","",,English,Maze Questionnaire,User Research,"Copy, Product, Solution","Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_304,NA
7dd86ca7ebe4,What is the main benefit you receive from [PRODUCT]?,text,"",What is the main benefit you receive from [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment, Valuable","Desirable, Sentiment, Valuable",Open-ended answers,,,maze_305,NA
52b14a571f70,"How much time, on average, do you spend using [PRODUCT] within [TIME FRAME]?",text,"","How much time, on average, do you spend using [PRODUCT] within [TIME FRAME]?","","",,English,Maze Questionnaire,User Research,"Adoption, Product","Demographics, Recall","Demographics, Recall",Open-ended answers,,,maze_306,NA
591be2f91e6b,When thinking about [CONTEXT] what's your biggest priority right now?,text,"",When thinking about [CONTEXT] what's your biggest priority right now?,"","",,English,Maze Questionnaire,User Research,People,"Motivation, Useful","Motivation, Useful",Open-ended answers,,,maze_307,NA
39af5f726ee4,"When thinking about your overall experience, are we meeting your expectations?",text,"","When thinking about your overall experience, are we meeting your expectations?","","",,English,Maze Questionnaire,User Research,People,Expectation,Expectation,Open-ended answers,,,maze_308,NA
f5032d31cf74,What vertical best describes your company?,text,"",What vertical best describes your company?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_309,NA
9fee068a69b0,What type of information would assist you in making a more informed purchase decision?,text,"",What type of information would assist you in making a more informed purchase decision?,"","",,English,Maze Questionnaire,User Research,"Content, Copy, Design, Product","Motivation, Sentiment, Usable","Motivation, Sentiment, Usable",Open-ended answers,,,maze_310,NA
2bc4c81b4555,What is your biggest fear or concern about purchasing this [ITEM] or [SERVICE]?,text,"",What is your biggest fear or concern about purchasing this [ITEM] or [SERVICE]?,"","",,English,Maze Questionnaire,User Research,"Adoption, Problem, Product","Motivation, Pricing, Sentiment","Motivation, Pricing, Sentiment",Open-ended answers,,,maze_311,NA
4cdab1754960,Can you share what factors might motivate you to use [PRODUCT] more frequently?,text,"",Can you share what factors might motivate you to use [PRODUCT] more frequently?,"","",,English,Maze Questionnaire,User Research,"Adoption, Product",Motivation,Motivation,Open-ended answers,,,maze_312,NA
c5a93965ea1a,What's one feature we could add that would make our product indispensable for you?,text,"",What's one feature we could add that would make our product indispensable for you?,"","",,English,Maze Questionnaire,User Research,Product,"Desirable, Motivation, Opportunity, Valuable","Desirable, Motivation, Opportunity, Valuable",Open-ended answers,,,maze_313,NA
1a9b5633eccb,"If you could no longer use [PRODUCT], what’s the one thing you would miss the most?",text,"","If you could no longer use [PRODUCT], what’s the one thing you would miss the most?","","",,English,Maze Questionnaire,User Research,Product,"Desirable, Sentiment","Desirable, Sentiment",Open-ended answers,,,maze_314,NA
5516cf9b077f,Is there anything preventing you from upgrading at this point?,text,"",Is there anything preventing you from upgrading at this point?,"","",,English,Maze Questionnaire,User Research,"Adoption, Problem","Expectation, Sentiment","Expectation, Sentiment",Open-ended answers,,,maze_315,NA
ba1ed0ed07f1,What other content would you like to see us offer?,text,"",What other content would you like to see us offer?,"","",,English,Maze Questionnaire,User Research,Content,Desirable,Desirable,Open-ended answers,,,maze_316,NA
4dce6b3d0f55,What factors influenced your decision to join our list?,text,"",What factors influenced your decision to join our list?,"","",,English,Maze Questionnaire,User Research,Adoption,"Motivation, Sentiment, Valuable","Motivation, Sentiment, Valuable",Open-ended answers,,,maze_317,NA
ced3adf232c7,How would your scenario improve if this problem was resolved?,text,"",How would your scenario improve if this problem was resolved?,"","",,English,Maze Questionnaire,User Research,Solution,"Opportunity, Sentiment, Valuable","Opportunity, Sentiment, Valuable",Open-ended answers,,,maze_318,NA
63d97453b188,What are your initial impressions of the proposed solution?,text,"",What are your initial impressions of the proposed solution?,"","",,English,Maze Questionnaire,User Research,Solution,Sentiment,Sentiment,Open-ended answers,,,maze_319,NA
e3696f915782,Please describe your last experience with [COMPANY].,text,"",Please describe your last experience with [COMPANY].,"","",,English,Maze Questionnaire,User Research,People,Recall,Recall,Open-ended answers,,,maze_320,NA
db4aa5b388c3,Which skills are required to perform your job?,text,"",Which skills are required to perform your job?,"","",,English,Maze Questionnaire,User Research,People,Demographics,Demographics,Open-ended answers,,,maze_321,NA
850358ea5761,What strategies do you use to manage your time effectively?,text,"",What strategies do you use to manage your time effectively?,"","",,English,Maze Questionnaire,User Research,People,"Expectation, Recall","Expectation, Recall",Open-ended answers,,,maze_322,NA
6cb480920e96,What specific areas of [TASK] do you think require improvement?,text,"",What specific areas of [TASK] do you think require improvement?,"","",,English,Maze Questionnaire,User Research,Task,Opportunity,Opportunity,Open-ended answers,,,maze_323,NA
c9cbfc641517,What are your thoughts on the visual appeal of this logo?,text,"",What are your thoughts on the visual appeal of this logo?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_324,NA
ec946bdc0c36,Would you change any of the colors of this logo? ,text,"",Would you change any of the colors of this logo? ,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_325,NA
3cc2cc6de9cc,How would you describe your impressions of this logo's distinctiveness and memorability?,text,"",How would you describe your impressions of this logo's distinctiveness and memorability?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_326,NA
31c9e3701a54,What are your thoughts about both logo concepts you have seen?,text,"",What are your thoughts about both logo concepts you have seen?,"","",,English,Maze Questionnaire,User Research,Design,Sentiment,Sentiment,Open-ended answers,,,maze_327,NA
111c2f7cfbbe,What is your impression of the layout of the pricing page?,text,"",What is your impression of the layout of the pricing page?,"","",,English,Maze Questionnaire,User Research,Design,Pricing,Pricing,Open-ended answers,,,maze_328,NA
a39057b0cee9,What are your thoughts on the clarity of our pricing options?,text,"",What are your thoughts on the clarity of our pricing options?,"","",,English,Maze Questionnaire,User Research,"Content, Design",Clarity,Clarity,Open-ended answers,,,maze_329,NA
5d5a14d06134,Which features in this subscription tier are most important to you?,text,"",Which features in this subscription tier are most important to you?,"","",,English,Maze Questionnaire,User Research,"Content, Solution","Desirable, Pricing, Useful, Valuable","Desirable, Pricing, Useful, Valuable",Open-ended answers,,,maze_330,NA
ce2d0d6ebd35,What industry do you believe this company operates in?,text,"",What industry do you believe this company operates in?,"","",,English,Maze Questionnaire,User Research,Content,Expectation,Expectation,Open-ended answers,,,maze_331,NA
4f1392cccb81,What types of decisions do you frequently need to make when [SCENARIO]?,text,"",What types of decisions do you frequently need to make when [SCENARIO]?,"","",,English,Maze Questionnaire,User Research,"People, Task","Motivation, Useful","Motivation, Useful",Open-ended answers,,,maze_332,NA
a13c141e2f47,How do you decide which metrics to track?,text,"",How do you decide which metrics to track?,"","",,English,Maze Questionnaire,User Research,"People, Task","Sentiment, Useful, Valuable","Sentiment, Useful, Valuable",Open-ended answers,,,maze_333,NA
94d1314d3421,How do you prefer to purchase [PRODUCT]?,text,"",How do you prefer to purchase [PRODUCT]?,"","",,English,Maze Questionnaire,User Research,Product,Sentiment,Sentiment,Open-ended answers,,,maze_334,NA
